Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000000215	Isolate	3117648	152	40058	48.9	97.9	0.0	95.8	99.67	99.45	20	GUT_GENOME001282	MGYG000000215	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	SAMN09734707	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000215/genomes1/MGYG000000215.gff.gz
MGYG000000216	Isolate	3676052	144	71791	42.99	96.68	0.32	0.0	81.34	98.15	20	GUT_GENOME001295	MGYG000000216	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003474435	SAMN09734721	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000216/genomes1/MGYG000000216.gff.gz
MGYG000000217	Isolate	3653823	84	104747	46.58	98.26	1.45	0.0	99.61	99.83	20	GUT_GENOME001297	MGYG000000217	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	SAMN09734723	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000217/genomes1/MGYG000000217.gff.gz
MGYG000000218	Isolate	2599623	91	91754	53.28	99.38	1.2	0.0	99.74	96.03	20	GUT_GENOME001309	MGYG000000218	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus provencensis	SAMN09734736	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000218/genomes1/MGYG000000218.gff.gz
MGYG000000219	Isolate	4238872	41	306801	47.57	99.3	0.0	93.28	99.74	99.76	19	GUT_GENOME001312	MGYG000000219	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium maltosivorans	SAMN09734738	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000219/genomes1/MGYG000000219.gff.gz
MGYG000000220	Isolate	3018710	57	137908	55.31	95.97	0.67	87.39	99.74	99.86	20	GUT_GENOME001315	MGYG000000220	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__AM07-15 sp003477405	SAMN09734741	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000220/genomes1/MGYG000000220.gff.gz
MGYG000000221	Isolate	3481201	50	213610	40.48	99.62	0.26	94.12	99.67	99.42	20	GUT_GENOME001316	MGYG000000221	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides bouchesdurhonensis	SAMN09734742	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000221/genomes1/MGYG000000221.gff.gz
MGYG000000222	Isolate	4189286	134	93171	41.55	99.42	0.58	0.0	99.67	99.52	20	GUT_GENOME001324	MGYG000000222	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp003473295	SAMN09734750	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000222/genomes1/MGYG000000222.gff.gz
MGYG000000223	Isolate	4367631	148	139315	35.26	100.0	0.0	0.0	99.67	99.73	20	GUT_GENOME001340	MGYG000000223	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__NSJ-61;s__NSJ-61 sp003433845	SAMN09734767	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000223/genomes1/MGYG000000223.gff.gz
MGYG000000224	Isolate	3747034	29	353973	44.18	98.88	0.0	94.96	99.67	99.59	20	GUT_GENOME001341	MGYG000000224	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp003545565	SAMN09734768	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000224/genomes1/MGYG000000224.gff.gz
MGYG000000225	Isolate	2227255	36	245749	55.62	98.75	0.62	0.0	99.61	99.79	20	GUT_GENOME001354	MGYG000000225	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp003472385	SAMN09734780	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000225/genomes1/MGYG000000225.gff.gz
MGYG000000226	Isolate	2362991	15	355599	34.91	100.0	0.76	90.76	99.74	99.73	20	GUT_GENOME001355	MGYG000000226	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	SAMN09734781	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000226/genomes1/MGYG000000226.gff.gz
MGYG000000227	Isolate	4782975	75	282690	45.03	99.59	1.18	94.96	99.67	99.83	19	GUT_GENOME001364	MGYG000000227	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sonorensis	SAMN09734790	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000227/genomes1/MGYG000000227.gff.gz
MGYG000000228	Isolate	2360320	88	81926	59.8	100.0	1.61	94.12	87.87	99.45	20	GUT_GENOME001372	MGYG000000228	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900544115	SAMN09734798	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000228/genomes1/MGYG000000228.gff.gz
MGYG000000229	Isolate	2785689	19	221502	41.42	95.91	0.0	0.0	99.67	94.12	20	GUT_GENOME001373	MGYG000000229	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp000433215	SAMN09734799	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000229/genomes1/MGYG000000229.gff.gz
MGYG000000230	Isolate	1982297	21	191511	38.32	99.62	0.0	93.28	99.74	99.73	20	GUT_GENOME001376	MGYG000000230	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	SAMN09734802	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000230/genomes1/MGYG000000230.gff.gz
MGYG000000231	Isolate	3050336	21	729345	43.8	99.33	0.0	0.0	99.74	99.79	20	GUT_GENOME001379	MGYG000000231	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	SAMN09734806	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000231/genomes1/MGYG000000231.gff.gz
MGYG000000232	Isolate	2317535	64	112158	59.95	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME001400	MGYG000000232	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364645	SAMN09734827	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000232/genomes1/MGYG000000232.gff.gz
MGYG000000233	Isolate	3325758	47	153630	48.81	100.0	0.0	81.51	99.61	87.01	20	GUT_GENOME001401	MGYG000000233	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	SAMN09734828	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000233/genomes1/MGYG000000233.gff.gz
MGYG000000234	Isolate	2257969	64	391219	33.87	99.45	0.28	94.96	99.74	99.83	20	GUT_GENOME001416	MGYG000000234	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__Vagococcus teuberi	SAMN09734843	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000234/genomes1/MGYG000000234.gff.gz
MGYG000000235	Isolate	4917845	76	166225	55.12	99.7	0.65	95.8	99.67	99.86	19	GUT_GENOME001417	MGYG000000235	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei	SAMN09734844	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000235/genomes1/MGYG000000235.gff.gz
MGYG000000236	Isolate	5355078	76	141672	43.39	99.26	0.0	94.96	99.67	99.62	20	GUT_GENOME001418	MGYG000000236	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A	SAMN09734845	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000236/genomes1/MGYG000000236.gff.gz
MGYG000000237	Isolate	2323110	59	84237	59.96	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME001419	MGYG000000237	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003470665	SAMN09734842	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000237/genomes1/MGYG000000237.gff.gz
MGYG000000238	Isolate	3499694	57	134578	42.41	99.25	0.22	94.96	99.67	99.79	20	GUT_GENOME001422	MGYG000000238	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	SAMN09734848	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000238/genomes1/MGYG000000238.gff.gz
MGYG000000239	Isolate	2298700	54	85036	59.66	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME001432	MGYG000000239	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003471585	SAMN09734858	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000239/genomes1/MGYG000000239.gff.gz
MGYG000000240	Isolate	2625986	162	33460	33.75	100.0	0.0	0.0	99.67	99.76	20	GUT_GENOME001440	MGYG000000240	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale	SAMN09734867	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000240/genomes1/MGYG000000240.gff.gz
MGYG000000241	Isolate	2654501	73	78220	62.88	100.0	0.59	94.12	99.61	99.73	20	GUT_GENOME001443	MGYG000000241	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio legallii	SAMN09734866	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000241/genomes1/MGYG000000241.gff.gz
MGYG000000242	Isolate	3795523	64	124321	44.08	99.37	0.63	0.0	99.61	99.83	20	GUT_GENOME001471	MGYG000000242	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	SAMN09734898	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000242/genomes1/MGYG000000242.gff.gz
MGYG000000243	Isolate	3947824	80	136522	42.1	99.26	0.19	94.96	99.67	99.59	20	GUT_GENOME001488	MGYG000000243	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	SAMN09734914	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000243/genomes1/MGYG000000243.gff.gz
MGYG000000244	Isolate	2463343	156	32672	33.79	100.0	0.0	73.11	99.61	99.83	18	GUT_GENOME001490	MGYG000000244	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	SAMN09734916	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000244/genomes1/MGYG000000244.gff.gz
MGYG000000245	Isolate	4145433	109	116174	41.67	99.03	0.36	0.0	99.61	99.83	20	GUT_GENOME001506	MGYG000000245	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp003470905	SAMN09736284	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000245/genomes1/MGYG000000245.gff.gz
MGYG000000246	Isolate	2159802	22	499467	37.29	100.0	0.0	94.12	99.74	99.76	20	GUT_GENOME001519	MGYG000000246	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	SAMN09736296	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000246/genomes1/MGYG000000246.gff.gz
MGYG000000247	Isolate	1726497	8	1117702	62.62	100.0	0.0	94.12	99.61	99.42	20	GUT_GENOME001538	MGYG000000247	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	SAMN09736316	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000247/genomes1/MGYG000000247.gff.gz
MGYG000000248	Isolate	2506217	21	239390	44.77	98.77	0.61	94.12	99.67	99.83	19	GUT_GENOME001573	MGYG000000248	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria	SAMN09736351	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000248/genomes1/MGYG000000248.gff.gz
MGYG000000249	Isolate	3112009	35	229948	40.48	99.12	0.0	0.0	99.67	99.62	20	GUT_GENOME001575	MGYG000000249	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	SAMN09736353	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000249/genomes1/MGYG000000249.gff.gz
MGYG000000250	Isolate	3613289	54	310723	36.73	98.66	0.0	83.19	99.61	98.32	20	GUT_GENOME001578	MGYG000000250	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp001414325	SAMN09736355	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000250/genomes1/MGYG000000250.gff.gz
MGYG000000251	Isolate	3784614	64	205396	47.09	98.95	0.63	0.0	99.67	99.62	20	GUT_GENOME001587	MGYG000000251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	SAMN09736365	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000251/genomes1/MGYG000000251.gff.gz
MGYG000000252	Isolate	3616951	91	174362	42.28	99.37	0.0	0.0	99.67	99.59	19	GUT_GENOME001598	MGYG000000252	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum_B	SAMN09736374	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000252/genomes1/MGYG000000252.gff.gz
MGYG000000253	Isolate	2515110	287	25046	34.6	98.11	1.11	94.96	99.67	99.73	20	GUT_GENOME001602	MGYG000000253	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp002299315	SAMN09736378	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000253/genomes1/MGYG000000253.gff.gz
MGYG000000254	Isolate	4496971	49	214854	43.61	99.46	0.0	0.0	99.67	99.52	20	GUT_GENOME001635	MGYG000000254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	SAMN09736412	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000254/genomes1/MGYG000000254.gff.gz
MGYG000000255	Isolate	3381729	129	133299	48.24	100.0	0.0	81.51	99.61	99.76	20	GUT_GENOME001636	MGYG000000255	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066055	SAMN09736413	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000255/genomes1/MGYG000000255.gff.gz
MGYG000000256	Isolate	2471125	59	136368	62.46	100.0	0.0	95.8	99.67	99.42	20	GUT_GENOME001638	MGYG000000256	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B sp000752675	SAMN09736415	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000256/genomes1/MGYG000000256.gff.gz
MGYG000000257	Isolate	2328325	61	118378	59.72	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME001653	MGYG000000257	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900540855	SAMN09736430	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000257/genomes1/MGYG000000257.gff.gz
MGYG000000258	Isolate	2177930	7	1592763	40.89	99.33	0.67	92.44	99.67	99.83	20	GUT_GENOME001659	MGYG000000258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	SAMN09736436	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000258/genomes1/MGYG000000258.gff.gz
MGYG000000259	Isolate	3217196	89	82436	48.71	99.37	0.0	82.35	99.74	99.83	20	GUT_GENOME001677	MGYG000000259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003480315	SAMN09736453	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000259/genomes1/MGYG000000259.gff.gz
MGYG000000260	Isolate	2309371	42	153518	59.76	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME001678	MGYG000000260	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003469205	SAMN09736455	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000260/genomes1/MGYG000000260.gff.gz
MGYG000000261	Isolate	2228790	34	233590	59.5	100.0	1.61	94.12	99.61	99.45	20	GUT_GENOME001681	MGYG000000261	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003469185	SAMN09736457	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000261/genomes1/MGYG000000261.gff.gz
MGYG000000262	Isolate	3404550	43	169124	38.26	100.0	0.67	0.0	99.74	99.83	19	GUT_GENOME001689	MGYG000000262	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	SAMN09736467	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000262/genomes1/MGYG000000262.gff.gz
MGYG000000263	Isolate	3712893	57	154435	43.62	99.37	0.32	81.51	99.67	99.66	20	GUT_GENOME001709	MGYG000000263	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	SAMN09736485	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000263/genomes1/MGYG000000263.gff.gz
MGYG000000264	Isolate	2830712	48	231222	51.21	97.68	0.0	95.8	76.97	63.52	20	GUT_GENOME001738	MGYG000000264	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium sp003467445	SAMN09736515	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000264/genomes1/MGYG000000264.gff.gz
MGYG000000265	Isolate	5489209	98	195174	40.27	99.26	0.0	0.0	99.67	99.59	20	GUT_GENOME001745	MGYG000000265	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	SAMN09736522	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000265/genomes1/MGYG000000265.gff.gz
MGYG000000266	Isolate	2354443	34	235283	59.74	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME001749	MGYG000000266	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003437035	SAMN09736526	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000266/genomes1/MGYG000000266.gff.gz
MGYG000000267	Isolate	1820123	34	110953	37.85	97.17	3.13	85.71	99.67	99.76	20	GUT_GENOME001752	MGYG000000267	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	SAMN09736529	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000267/genomes1/MGYG000000267.gff.gz
MGYG000000268	Isolate	3370693	114	141102	38.11	98.83	0.0	0.0	83.76	99.62	20	GUT_GENOME001757	MGYG000000268	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900066545	SAMN09736535	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000002/MGYG000000268/genomes1/MGYG000000268.gff.gz
