Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000298449	MAG	2674657	246	15632	69.79	96.47	1.26	0.0	0.0	0.0	19	CAJPSA01	MGYG000298449	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp000220835	ERS6080731	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298449/genomes1/MGYG000298449.gff.gz
MGYG000298452	MAG	1541046	316	5080	31.69	74.42	3.37	0.0	0.0	0.0	7	CAJPML01	MGYG000298452	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__	ERS6080573	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298452/genomes1/MGYG000298452.gff.gz
MGYG000298453	MAG	1988923	18	141711	56.06	99.65	0.0	94.12	0.0	0.0	20	CAJPMT01	MGYG000298453	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda noxia	ERS6080582	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298453/genomes1/MGYG000298453.gff.gz
MGYG000298455	MAG	1825057	31	191899	49.31	100.0	0.0	0.0	41.16	87.73	20	CAJPTL01	MGYG000298455	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella rimae	ERS6080771	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298455/genomes1/MGYG000298455.gff.gz
MGYG000298457	MAG	927681	5	584277	47.49	63.68	1.71	0.0	99.67	99.56	20	CAJPOP01	MGYG000298457	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	ERS6080645	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298457/genomes1/MGYG000298457.gff.gz
MGYG000298463	MAG	583003	172	5500	43.0	66.54	1.72	0.0	45.79	38.15	15	GCA_015257635	MGYG000298463	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	SAMN14570663	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298463/genomes1/MGYG000298463.gff.gz
MGYG000298466	MAG	2138627	29	140352	43.14	98.39	0.54	94.12	0.0	32.96	20	CAJPPW01	MGYG000298466	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000163695	ERS6080661	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298466/genomes1/MGYG000298466.gff.gz
MGYG000298467	MAG	776057	28	121155	41.29	82.6	0.0	0.0	8.28	66.87	20	GCA_015257505	MGYG000298467	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__UBA2866 sp013332965	SAMN14570670	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298467/genomes1/MGYG000298467.gff.gz
MGYG000298471	MAG	1489478	201	8921	57.26	88.45	0.99	0.0	0.0	0.0	16	CAJPTM01	MGYG000298471	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia turicensis	ERS6080764	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298471/genomes1/MGYG000298471.gff.gz
MGYG000298473	MAG	2322296	60	64356	46.75	98.5	0.0	0.0	0.0	0.0	17	GCA_015259125	MGYG000298473	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	SAMN14570582	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298473/genomes1/MGYG000298473.gff.gz
MGYG000298474	MAG	1338951	135	15498	48.76	90.32	0.81	0.0	34.9	0.0	20	CAKARX01	MGYG000298474	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	ERS7876794	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298474/genomes1/MGYG000298474.gff.gz
MGYG000298475	MAG	642106	81	11410	34.08	64.35	0.0	0.0	0.0	0.0	20	CAJPOS01	MGYG000298475	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SDRK01;s__SDRK01 sp007845205	ERS6080656	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298475/genomes1/MGYG000298475.gff.gz
MGYG000298476	MAG	2502365	2	2408755	31.02	91.01	1.5	94.96	99.67	99.49	20	CAKAIB01	MGYG000298476	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__Leptotrichia_A sp000469505	ERS7766802	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298476/genomes1/MGYG000298476.gff.gz
MGYG000298478	MAG	1685651	99	28603	39.12	95.83	0.0	0.0	0.0	0.0	9	CAJPSR01	MGYG000298478	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus	ERS6080741	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298478/genomes1/MGYG000298478.gff.gz
MGYG000298479	MAG	2460158	1	2460158	64.76	99.29	0.71	0.0	99.67	99.32	20	CAKAHJ01	MGYG000298479	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000278725	ERS7766752	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298479/genomes1/MGYG000298479.gff.gz
MGYG000298482	MAG	2321938	94	43315	59.43	97.67	0.39	94.96	99.67	99.76	20	CAJZGU01	MGYG000298482	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp001808955	ERS7621746	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298482/genomes1/MGYG000298482.gff.gz
MGYG000298484	MAG	888130	15	478164	38.25	65.1	0.0	68.07	99.74	99.56	20	CAJPQH01	MGYG000298484	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SDRW01;s__SDRW01 sp007845485	ERS6080671	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298484/genomes1/MGYG000298484.gff.gz
MGYG000298490	MAG	1390360	589	2619	33.31	64.44	1.96	0.0	0.0	0.0	14	GCA_015256305	MGYG000298490	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__Cloacibacterium normanense	SAMN14570728	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298490/genomes1/MGYG000298490.gff.gz
MGYG000298494	MAG	1569894	98	21207	37.86	95.04	1.06	0.0	0.0	0.0	15	CAJPNN01	MGYG000298494	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	ERS6080611	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298494/genomes1/MGYG000298494.gff.gz
MGYG000298496	MAG	1561631	176	12060	28.42	95.14	0.81	0.0	0.0	0.0	19	CAJPUJ01	MGYG000298496	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas micra	ERS6080783	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002984/MGYG000298496/genomes1/MGYG000298496.gff.gz
MGYG000298503	MAG	1983722	218	11668	41.23	92.11	1.33	0.0	0.0	0.0	13	CAJPST01	MGYG000298503	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__	ERS6080752	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298503/genomes1/MGYG000298503.gff.gz
MGYG000298504	MAG	2802136	20	185514	67.85	77.94	3.16	81.51	99.67	99.15	20	CAKAHW01	MGYG000298504	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris_E	ERS7766759	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298504/genomes1/MGYG000298504.gff.gz
MGYG000298505	MAG	1793321	37	71015	36.6	100.0	0.0	0.0	0.0	0.0	20	CAJZJR01	MGYG000298505	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	ERS7621636	ERP125117	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298505/genomes1/MGYG000298505.gff.gz
MGYG000298506	MAG	1177858	150	10286	48.79	82.66	0.81	0.0	0.0	0.0	18	CAJZGX01	MGYG000298506	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	ERS7621729	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298506/genomes1/MGYG000298506.gff.gz
MGYG000298508	MAG	2591175	157	26443	40.1	98.1	0.0	0.0	0.0	0.0	20	CAJPPO01	MGYG000298508	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga leadbetteri	ERS6080649	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298508/genomes1/MGYG000298508.gff.gz
MGYG000298512	MAG	2145004	1	2145004	40.08	95.06	0.15	94.12	99.74	99.76	20	CAKAGB01	MGYG000298512	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	ERS7766797	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298512/genomes1/MGYG000298512.gff.gz
MGYG000298513	MAG	2431597	161	22818	51.42	96.81	0.0	0.0	0.0	0.0	19	CAJPOI01	MGYG000298513	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp000952795	ERS6080629	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298513/genomes1/MGYG000298513.gff.gz
MGYG000298514	MAG	2265859	37	164354	43.08	96.07	0.25	0.0	0.0	0.0	9	CAJPRV01	MGYG000298514	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	ERS6080721	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298514/genomes1/MGYG000298514.gff.gz
MGYG000298523	MAG	3059598	328	12092	49.15	89.15	0.51	0.0	0.0	0.0	16	CAJPTO01	MGYG000298523	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS6080770	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298523/genomes1/MGYG000298523.gff.gz
MGYG000298524	MAG	1300763	313	4146	39.17	68.1	0.86	0.0	0.0	0.0	11	CAJVVJ01	MGYG000298524	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS7365003	ERP127229	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298524/genomes1/MGYG000298524.gff.gz
MGYG000298526	MAG	2274904	58	76748	56.08	95.29	0.12	0.0	0.0	0.0	19	CAJZGO01	MGYG000298526	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__	ERS7621731	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298526/genomes1/MGYG000298526.gff.gz
MGYG000298530	MAG	2108989	346	6914	68.02	61.59	0.16	0.0	0.0	0.0	18	CAJPPV01	MGYG000298530	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces johnsonii	ERS6080669	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298530/genomes1/MGYG000298530.gff.gz
MGYG000298531	MAG	2595480	1	2595480	50.97	94.57	0.05	0.0	99.61	99.79	20	CAKAFK01	MGYG000298531	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria sicca_D	ERS7766710	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298531/genomes1/MGYG000298531.gff.gz
MGYG000298534	MAG	1129771	138	8845	29.04	68.13	1.72	0.0	0.0	0.0	7	GCA_003638725	MGYG000298534	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp002240055	SAMN10134573	SRP104798	Australia	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298534/genomes1/MGYG000298534.gff.gz
MGYG000298536	MAG	2433601	114	29849	60.43	98.51	0.6	0.0	0.0	0.0	20	CAJPUD01	MGYG000298536	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus oralis	ERS6080788	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298536/genomes1/MGYG000298536.gff.gz
MGYG000298538	MAG	2509114	142	26030	47.08	96.9	0.42	0.0	0.0	0.0	19	CAJPPD01	MGYG000298538	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella oulorum	ERS6080648	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298538/genomes1/MGYG000298538.gff.gz
MGYG000298541	MAG	2416443	10	728057	65.1	96.53	0.47	93.28	99.67	99.32	19	CAKAHQ01	MGYG000298541	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	ERS7766800	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298541/genomes1/MGYG000298541.gff.gz
MGYG000298542	MAG	905931	7	291133	47.33	63.68	2.56	0.0	99.67	99.56	20	CAJPUO01	MGYG000298542	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	ERS6080785	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298542/genomes1/MGYG000298542.gff.gz
MGYG000298543	MAG	827820	30	45785	50.48	63.82	0.85	0.0	99.67	99.56	20	CAJPSN01	MGYG000298543	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	ERS6080740	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298543/genomes1/MGYG000298543.gff.gz
MGYG000298545	MAG	938812	549	1843	47.28	68.55	3.79	0.0	0.0	0.0	14	GCA_015258435	MGYG000298545	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570623	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298545/genomes1/MGYG000298545.gff.gz
MGYG000298547	MAG	2463644	320	10114	57.54	88.96	2.39	0.0	0.0	0.0	18	CAJZGD01	MGYG000298547	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	ERS7552209	ERP107102	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298547/genomes1/MGYG000298547.gff.gz
MGYG000298551	MAG	1934914	206	11634	56.44	79.62	0.0	93.28	0.0	0.0	16	CAJPMN01	MGYG000298551	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda massiliensis	ERS6080572	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298551/genomes1/MGYG000298551.gff.gz
MGYG000298555	MAG	2117823	83	31027	43.67	97.2	0.08	0.0	0.0	0.0	20	CAJPOF01	MGYG000298555	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	ERS6080639	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298555/genomes1/MGYG000298555.gff.gz
MGYG000298556	MAG	2073107	80	65071	36.95	98.43	0.0	0.0	0.0	0.0	13	CAJPUG01	MGYG000298556	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__W5053;s__W5053 sp000467935	ERS6080786	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298556/genomes1/MGYG000298556.gff.gz
MGYG000298558	MAG	1913025	47	80307	39.6	99.66	0.0	94.12	0.0	0.0	18	GCA_015255005	MGYG000298558	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	SAMN14570796	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298558/genomes1/MGYG000298558.gff.gz
MGYG000298559	MAG	2242311	22	152758	59.74	99.33	0.0	94.96	57.8	0.0	20	CAKAPD01	MGYG000298559	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	ERS7876853	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298559/genomes1/MGYG000298559.gff.gz
MGYG000298562	MAG	1504142	55	137162	48.64	99.73	0.15	94.12	99.67	99.52	19	GCA_015258715	MGYG000298562	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570608	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298562/genomes1/MGYG000298562.gff.gz
MGYG000298563	MAG	1374262	303	4757	39.39	65.64	1.65	0.0	89.76	0.0	6	CAJVVS01	MGYG000298563	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella rogosae	ERS7364993	ERP127229	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298563/genomes1/MGYG000298563.gff.gz
MGYG000298568	MAG	1291971	237	6277	41.37	78.84	2.3	0.0	0.0	0.0	7	CAJZLM01	MGYG000298568	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis	ERS7621662	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298568/genomes1/MGYG000298568.gff.gz
MGYG000298570	MAG	1741689	135	17176	55.96	92.54	0.47	93.28	0.0	0.0	16	CAJZHS01	MGYG000298570	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000308055	ERS7621720	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298570/genomes1/MGYG000298570.gff.gz
MGYG000298571	MAG	829076	45	23628	48.07	61.73	1.85	0.0	0.0	7.15	19	GCA_013333625	MGYG000298571	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp013333625	SAMN14602649	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298571/genomes1/MGYG000298571.gff.gz
MGYG000298573	MAG	2841507	113	36782	71.24	98.46	0.33	0.0	0.0	0.0	20	CAJPSC01	MGYG000298573	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acidifaciens	ERS6080733	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298573/genomes1/MGYG000298573.gff.gz
MGYG000298576	MAG	1818876	277	12079	40.17	97.28	0.06	94.96	20.61	12.99	16	GCA_015258515	MGYG000298576	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_F	SAMN14570620	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298576/genomes1/MGYG000298576.gff.gz
MGYG000298582	MAG	1061711	89	22103	48.21	80.45	0.0	0.0	0.0	0.0	19	GCA_015259035	MGYG000298582	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570593	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298582/genomes1/MGYG000298582.gff.gz
MGYG000298584	MAG	1790812	212	11017	35.69	91.55	0.35	0.0	0.0	0.0	8	CAJPOV01	MGYG000298584	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Filifactor;s__Filifactor alocis	ERS6080631	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298584/genomes1/MGYG000298584.gff.gz
MGYG000298591	MAG	2775398	263	13427	67.73	80.63	0.71	0.0	0.0	0.0	15	CAJPUQ01	MGYG000298591	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces massiliensis	ERS6080792	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002985/MGYG000298591/genomes1/MGYG000298591.gff.gz
